"","location","geo","year","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","daily_vaccinations_per_million","daily_people_vaccinated","daily_people_vaccinated_per_hundred"
"66791","Upper middle income","OWID_UMC",2021,2021-08-14,2508453552,1044758259,1012761099,7516172,16593986,19043125,99.79,41.56,40.29,0.3,7576,3447896,0.137
"66792","Upper middle income","OWID_UMC",2021,2021-08-15,2522106631,1046862499,1014832293,7591585,13653079,18650647,100.34,41.65,40.37,0.3,7420,3415455,0.136
"66793","Upper middle income","OWID_UMC",2021,2021-08-16,2540979567,1050047572,1017869538,7751707,18872936,18777538,101.09,41.77,40.49,0.31,7470,3455976,0.137
"66794","Upper middle income","OWID_UMC",2021,2021-08-17,2561212485,1053822239,1021431556,7968554,20232918,18617989,101.89,41.92,40.64,0.32,7407,3444110,0.137
"66795","Upper middle income","OWID_UMC",2021,2021-08-18,2582523406,1058107369,1025666202,8328900,21310921,18917595,102.74,42.09,40.8,0.33,7526,3537952,0.141
"66796","Upper middle income","OWID_UMC",2021,2021-08-19,2602724518,1061948503,1029603721,8542050,20201112,18824502,103.54,42.25,40.96,0.34,7489,3482920,0.139
"66797","Upper middle income","OWID_UMC",2021,2021-08-20,2621991886,1065393665,1033231709,8747149,19267368,18590331,104.31,42.38,41.1,0.35,7396,3358387,0.134
"66798","Upper middle income","OWID_UMC",2021,2021-08-21,2638817081,1068114210,1035806111,8812163,16825195,18623361,104.98,42.49,41.21,0.35,7409,3336564,0.133
"66799","Upper middle income","OWID_UMC",2021,2021-08-22,2653757053,1069926010,1037645963,8876184,14939972,18807203,105.57,42.56,41.28,0.35,7482,3294787,0.131
"66800","Upper middle income","OWID_UMC",2021,2021-08-23,2674841724,1073198042,1040358291,9113097,21084671,19123165,106.41,42.69,41.39,0.36,7608,3307210,0.132
"66801","Upper middle income","OWID_UMC",2021,2021-08-24,2695939665,1076915468,1043738969,9313130,21097941,19246740,107.25,42.84,41.52,0.37,7657,3299033,0.131
"66802","Upper middle income","OWID_UMC",2021,2021-08-25,2716612181,1080257003,1047005256,9492758,20672516,19155539,108.07,42.98,41.65,0.38,7621,3164233,0.126
"66803","Upper middle income","OWID_UMC",2021,2021-08-26,2738058946,1532973736,1162980379,9662763,21446765,19333490,108.93,60.99,46.27,0.38,7691,67289319,2.677
"66804","Upper middle income","OWID_UMC",2021,2021-08-27,2766705101,1540092652,1169653481,9802230,28646155,20673316,110.07,61.27,46.53,0.39,8224,67814141,2.698
"66805","Upper middle income","OWID_UMC",2021,2021-08-28,2785239542,1542348770,1172478155,9878681,18534441,20917494,110.8,61.36,46.64,0.39,8321,67747794,2.695
"66806","Upper middle income","OWID_UMC",2021,2021-08-29,2808298260,1548402430,1178222156,9943644,23058718,22077315,111.72,61.6,46.87,0.4,8783,68353774,2.719
"66807","Upper middle income","OWID_UMC",2021,2021-08-30,2825268305,1550830182,1181235140,10033244,16970045,21489512,112.4,61.7,46.99,0.4,8549,68233163,2.714
"66808","Upper middle income","OWID_UMC",2021,2021-08-31,2843215383,1553858204,1184557470,10229584,17947078,21039388,113.11,61.82,47.12,0.41,8370,68134677,2.711
"66809","Upper middle income","OWID_UMC",2021,2021-09-01,2859621197,1557056483,1188817996,10416699,16405814,20429859,113.76,61.94,47.29,0.41,8127,68114211,2.71
"66810","Upper middle income","OWID_UMC",2021,2021-09-02,2874226735,1559909224,1192386485,10573374,14605538,19452541,114.34,62.06,47.44,0.42,7739,3847927,0.153
"66811","Upper middle income","OWID_UMC",2021,2021-09-03,2888166905,1562511458,1196045278,10726644,13940170,17351686,114.9,62.16,47.58,0.43,6903,3202687,0.127
"66812","Upper middle income","OWID_UMC",2021,2021-09-04,2901631985,1564902462,1199169347,10774774,13465080,16627492,115.43,62.26,47.71,0.43,6615,3221956,0.128
"66813","Upper middle income","OWID_UMC",2021,2021-09-05,2912065989,1566567529,1201030231,10834711,10434004,14823961,115.85,62.32,47.78,0.43,5897,2595014,0.103
"66814","Upper middle income","OWID_UMC",2021,2021-09-06,2922033634,1591005227,1283420759,11010420,9967645,13823618,116.25,63.29,51.06,0.44,5499,5739292,0.228
"66815","Upper middle income","OWID_UMC",2021,2021-09-07,2933932711,1593655229,1286539449,11164410,11899077,12959618,116.72,63.4,51.18,0.44,5156,5685289,0.226
"66816","Upper middle income","OWID_UMC",2021,2021-09-08,2947548083,1598739868,1291849627,11312056,13615372,12560984,117.26,63.6,51.39,0.45,4997,5954769,0.237
"66817","Upper middle income","OWID_UMC",2021,2021-09-09,2961269235,1602063555,1296968992,11452368,13721152,12434643,117.81,63.73,51.6,0.46,4947,6022047,0.24
"66818","Upper middle income","OWID_UMC",2021,2021-09-10,2977785767,1607014523,1303140653,11592948,16516532,12802695,118.46,63.93,51.84,0.46,5093,6357581,0.253
"66819","Upper middle income","OWID_UMC",2021,2021-09-11,2991425776,1609810895,1306673190,11648369,13640009,12827684,119.01,64.04,51.98,0.46,5103,6415490,0.255
"66820","Upper middle income","OWID_UMC",2021,2021-09-12,3000667962,1611643447,1308547079,11700132,9242186,12657425,119.37,64.12,52.06,0.47,5035,6439417,0.256
"66821","Upper middle income","OWID_UMC",2021,2021-09-13,3010350041,1614050784,1311356577,11838109,9682079,12616630,119.76,64.21,52.17,0.47,5019,3292222,0.131
"66822","Upper middle income","OWID_UMC",2021,2021-09-14,3021042049,1616496616,1315153755,12010564,10692008,12444191,120.18,64.31,52.32,0.48,4951,3263055,0.13
"66823","Upper middle income","OWID_UMC",2021,2021-09-15,3032143836,1619152776,1360921924,12179419,11101787,12085108,120.63,64.41,54.14,0.48,4808,2916130,0.116
"66824","Upper middle income","OWID_UMC",2021,2021-09-16,3042181623,1621463810,1364363792,12332721,10037787,11558913,121.03,64.51,54.28,0.49,4598,2771465,0.11
"66825","Upper middle income","OWID_UMC",2021,2021-09-17,3052793244,1623996550,1367944874,12456460,10611621,10715354,121.45,64.61,54.42,0.5,4263,2426004,0.097
"66826","Upper middle income","OWID_UMC",2021,2021-09-18,3061016177,1631667323,1380908311,12528147,8222933,9941486,121.77,64.91,54.94,0.5,3955,3122347,0.124
"66827","Upper middle income","OWID_UMC",2021,2021-09-19,3068880379,1633558802,1383334330,12559940,7864202,9744631,122.09,64.99,55.03,0.5,3877,3130765,0.125
"66828","Upper middle income","OWID_UMC",2021,2021-09-20,3076615658,1635224016,1385829156,12730792,7735279,9466517,122.4,65.05,55.13,0.51,3766,3024747,0.12
"66829","Upper middle income","OWID_UMC",2021,2021-09-21,3086707173,1639386928,1389991106,12899149,10091515,9380732,122.8,65.22,55.3,0.51,3732,3270045,0.13
"66830","Upper middle income","OWID_UMC",2021,2021-09-22,3097146939,1641750240,1393882156,13039149,10439766,9286158,123.21,65.31,55.45,0.52,3694,3228209,0.128
"66831","Upper middle income","OWID_UMC",2021,2021-09-23,3107340289,1643831329,1397146157,13157455,10193350,9308381,123.62,65.4,55.58,0.52,3703,3195360,0.127
"66832","Upper middle income","OWID_UMC",2021,2021-09-24,3116019632,1645503542,1400260845,13966002,8679343,9032341,123.96,65.46,55.71,0.56,3593,3072427,0.122
"66833","Upper middle income","OWID_UMC",2021,2021-09-25,3123245435,1647084460,1402622465,14029062,7225803,8889894,124.25,65.53,55.8,0.56,3537,2202448,0.088
"66834","Upper middle income","OWID_UMC",2021,2021-09-26,3128803560,1648409519,1404678232,14075764,5558125,8560454,124.47,65.58,55.88,0.56,3406,2121531,0.084
"66835","Upper middle income","OWID_UMC",2021,2021-09-27,3137714985,1651040892,1407588434,14456261,8911425,8728475,124.83,65.68,56,0.58,3472,2259554,0.09
"66836","Upper middle income","OWID_UMC",2021,2021-09-28,3145119279,1652500009,1435878195,14661236,7404294,8344587,125.12,65.74,57.12,0.58,3320,1873297,0.075
"66837","Upper middle income","OWID_UMC",2021,2021-09-29,3152799520,1654141788,1438750163,14773791,7680241,7950369,125.43,65.81,57.24,0.59,3163,1770221,0.07
"66838","Upper middle income","OWID_UMC",2021,2021-09-30,3161218685,1656142112,1442107186,15098817,8419165,7696914,125.76,65.89,57.37,0.6,3062,1758683,0.07
"66839","Upper middle income","OWID_UMC",2021,2021-10-01,3167078845,1658141465,1444959787,15407383,5860160,7294173,125.99,65.96,57.48,0.61,2902,1805418,0.072
"66840","Upper middle income","OWID_UMC",2021,2021-10-02,3171703421,1659279153,1447239860,15589532,4624576,6922569,126.18,66.01,57.57,0.62,2754,1742099,0.069
"66841","Upper middle income","OWID_UMC",2021,2021-10-03,3174898304,1660877835,1448755179,15704623,3194883,6584963,126.31,66.07,57.63,0.62,2620,1781188,0.071
"66842","Upper middle income","OWID_UMC",2021,2021-10-04,3179947963,1662268689,1450982753,15992282,5049659,6033283,126.51,66.13,57.72,0.64,2400,1603971,0.064
"66843","Upper middle income","OWID_UMC",2021,2021-10-05,3194743606,1667247645,1458706726,17256441,14795643,7089190,127.09,66.33,58.03,0.69,2820,2106805,0.084
"66844","Upper middle income","OWID_UMC",2021,2021-10-06,3203290849,1670359878,1462591964,17692415,8547243,7213047,127.43,66.45,58.19,0.7,2870,2316870,0.092
"66845","Upper middle income","OWID_UMC",2021,2021-10-07,3211560258,1672176018,1467477107,18164329,8269409,7191653,127.76,66.52,58.38,0.72,2861,2290558,0.091
"66846","Upper middle income","OWID_UMC",2021,2021-10-08,3219372417,1674156847,1471819210,18643970,7812159,7470510,128.07,66.6,58.55,0.74,2972,2287912,0.091
"66847","Upper middle income","OWID_UMC",2021,2021-10-09,3225727793,1675907249,1474748836,18985885,6355376,7717767,128.33,66.67,58.67,0.76,3070,2375442,0.095
"66848","Upper middle income","OWID_UMC",2021,2021-10-10,3229804659,1676845406,1476306607,19083746,4076866,7843765,128.49,66.71,58.73,0.76,3120,2281082,0.091
"66849","Upper middle income","OWID_UMC",2021,2021-10-11,3235490818,1678663212,1478988204,19349461,5686159,7934694,128.72,66.78,58.84,0.77,3157,2342075,0.093
"66850","Upper middle income","OWID_UMC",2021,2021-10-12,3240476519,1680059331,1481075592,19520398,4985701,6533273,128.91,66.84,58.92,0.78,2599,1830241,0.073
"66851","Upper middle income","OWID_UMC",2021,2021-10-13,3246638227,1681872921,1483651361,19831324,6161708,6192483,129.16,66.91,59.02,0.79,2464,1644720,0.065
"66852","Upper middle income","OWID_UMC",2021,2021-10-14,3254823751,1684427148,1487169496,20203492,8185524,6180499,129.48,67.01,59.16,0.8,2459,1750161,0.07
"66853","Upper middle income","OWID_UMC",2021,2021-10-15,3262734801,1686507621,1490496671,20795111,7911050,6194626,129.8,67.09,59.3,0.83,2464,1764396,0.07
"66854","Upper middle income","OWID_UMC",2021,2021-10-16,3267616767,1687654996,1492278882,21094894,4881966,5984139,129.99,67.14,59.37,0.84,2381,1678250,0.067
"66855","Upper middle income","OWID_UMC",2021,2021-10-17,3274644182,1689864891,1495576990,21261240,7027415,6405646,130.27,67.23,59.5,0.85,2548,1859926,0.074
"66856","Upper middle income","OWID_UMC",2021,2021-10-18,3281404629,1691864087,1497680429,21779043,6760447,6559116,130.54,67.31,59.58,0.87,2609,1885839,0.075
"66857","Upper middle income","OWID_UMC",2021,2021-10-19,3288891996,1693823538,1500676625,22212565,7487367,6916497,130.84,67.38,59.7,0.88,2752,1966315,0.078
"66858","Upper middle income","OWID_UMC",2021,2021-10-20,3299749178,1697506522,1503432655,22736804,10857182,7587279,131.27,67.53,59.81,0.9,3018,2233372,0.089
"66859","Upper middle income","OWID_UMC",2021,2021-10-21,3306097079,1698945253,1505615927,23428406,6347901,7324761,131.52,67.59,59.9,0.93,2914,2074015,0.083
"66860","Upper middle income","OWID_UMC",2021,2021-10-22,3314494722,1701120766,1508530475,23941966,8397643,7394274,131.86,67.67,60.01,0.95,2942,2087592,0.083
"66861","Upper middle income","OWID_UMC",2021,2021-10-23,3321362243,1703265581,1530793985,24282523,6867521,7677925,132.13,67.76,60.9,0.97,3054,2230084,0.089
"66862","Upper middle income","OWID_UMC",2021,2021-10-24,3326687800,1704927528,1532919015,24438399,5325557,7434803,132.34,67.83,60.98,0.97,2958,2151805,0.086
"66863","Upper middle income","OWID_UMC",2021,2021-10-25,3333833168,1706016371,1535869549,25077059,7145368,7489791,132.63,67.87,61.1,1,2980,2021755,0.08
"66864","Upper middle income","OWID_UMC",2021,2021-10-26,3342607363,1708423048,1538963163,25748705,8774195,7673624,132.98,67.97,61.22,1.02,3053,2085644,0.083
"66865","Upper middle income","OWID_UMC",2021,2021-10-27,3349712819,1709694840,1541249273,26278195,7105456,7137663,133.26,68.02,61.31,1.05,2840,1741188,0.069
"66866","Upper middle income","OWID_UMC",2021,2021-10-28,3358942310,1712220204,1544833711,26937141,9229491,7549319,133.63,68.12,61.46,1.07,3003,1896422,0.075
"66867","Upper middle income","OWID_UMC",2021,2021-10-29,3370056487,1714521107,1551250182,27614652,11114177,7937395,134.07,68.21,61.71,1.1,3158,1914334,0.076
"66868","Upper middle income","OWID_UMC",2021,2021-10-30,3388497832,1720216434,1558127641,27902099,18441345,9590798,134.8,68.43,61.99,1.11,3815,2421550,0.096
"66869","Upper middle income","OWID_UMC",2021,2021-10-31,3397354790,1721577833,1559672630,28109283,8856958,10095284,135.16,68.49,62.05,1.12,4016,2378615,0.095
"66870","Upper middle income","OWID_UMC",2021,2021-11-01,3405098017,1722517995,1560822089,28368539,7743227,10180693,135.46,68.53,62.09,1.13,4050,2357375,0.094
"66871","Upper middle income","OWID_UMC",2021,2021-11-02,3414850779,1723708489,1562357984,28661527,9752762,10320488,135.85,68.57,62.15,1.14,4106,2183634,0.087
"66872","Upper middle income","OWID_UMC",2021,2021-11-03,3427338284,1725245036,1564580322,29335930,12487505,11089352,136.35,68.63,62.24,1.17,4412,2221457,0.088
"66873","Upper middle income","OWID_UMC",2021,2021-11-04,3442936649,1727567099,1568436897,29745590,15598365,11999191,136.97,68.73,62.4,1.18,4774,2192414,0.087
"66874","Upper middle income","OWID_UMC",2021,2021-11-05,3463018436,1732495693,1575969460,68354467,20081787,13280278,137.77,68.92,62.7,2.72,5283,2567798,0.102
"66875","Upper middle income","OWID_UMC",2021,2021-11-06,3477114570,1733541198,1577778896,68643759,14096134,12659534,138.33,68.96,62.77,2.73,5036,1903538,0.076
"66876","Upper middle income","OWID_UMC",2021,2021-11-07,3490692547,1735566929,1580677772,68861392,13577977,13333965,138.87,69.05,62.88,2.74,5305,1998442,0.08
"66877","Upper middle income","OWID_UMC",2021,2021-11-08,3502569618,1736519236,1582878466,69925712,11877071,13924514,139.34,69.08,62.97,2.78,5540,2000177,0.08
"66878","Upper middle income","OWID_UMC",2021,2021-11-09,3515136327,1737937882,1584993423,70570399,12566709,14326507,139.84,69.14,63.05,2.81,5699,2032770,0.081
"66879","Upper middle income","OWID_UMC",2021,2021-11-10,3529504554,1739465680,1587987466,71190074,14368227,14595181,140.41,69.2,63.17,2.83,5806,2031521,0.081
"66880","Upper middle income","OWID_UMC",2021,2021-11-11,3543370194,1741017464,1590791841,71919220,13865640,14347649,140.96,69.26,63.29,2.86,5708,1921481,0.076
"66881","Upper middle income","OWID_UMC",2021,2021-11-12,3557293977,1742693800,1594818077,84074327,13923783,13467934,141.52,69.33,63.45,3.34,5358,1456872,0.058
"66882","Upper middle income","OWID_UMC",2021,2021-11-13,3570269141,1743794607,1596878175,84450486,12975164,13307796,142.03,69.37,63.53,3.36,5294,1464773,0.058
"66883","Upper middle income","OWID_UMC",2021,2021-11-14,3581929643,1745670734,1598987494,84719576,11660502,13033871,142.5,69.45,63.61,3.37,5185,1443401,0.057
"66884","Upper middle income","OWID_UMC",2021,2021-11-15,3594086349,1747351542,1601333484,86024465,12156706,13073819,142.98,69.51,63.7,3.42,5201,1547472,0.062
"66885","Upper middle income","OWID_UMC",2021,2021-11-16,3604421219,1748327261,1603110494,86530806,10334870,12754985,143.39,69.55,63.78,3.44,5074,1484197,0.059
"66886","Upper middle income","OWID_UMC",2021,2021-11-17,3617187491,1749932821,1606230324,87387737,12766272,12526134,143.9,69.62,63.9,3.48,4983,1495306,0.059
"66887","Upper middle income","OWID_UMC",2021,2021-11-18,3628403793,1751203941,1608557908,88336891,11216302,12147657,144.35,69.67,63.99,3.51,4833,1455211,0.058
"66888","Upper middle income","OWID_UMC",2021,2021-11-19,3639501473,1876424229,1613122210,105505776,11097680,11743928,144.79,74.65,64.17,4.2,4672,19104347,0.76
"66889","Upper middle income","OWID_UMC",2021,2021-11-20,3653336784,1877816912,1616379617,105980233,13835311,11866806,145.34,74.7,64.3,4.22,4721,19146044,0.762
"66890","Upper middle income","OWID_UMC",2021,2021-11-21,3663095307,1878982114,1618016723,106276517,9758523,11595095,145.73,74.75,64.37,4.23,4613,19044483,0.758
"66891","Upper middle income","OWID_UMC",2021,2021-11-22,3672761513,1880279088,1620025409,107585510,9666206,11239309,146.11,74.8,64.45,4.28,4471,18989649,0.755
"66892","Upper middle income","OWID_UMC",2021,2021-11-23,3683138311,1881152937,1621829846,108335510,10376798,11245299,146.52,74.84,64.52,4.31,4474,18975097,0.755
"66893","Upper middle income","OWID_UMC",2021,2021-11-24,3695402761,1882650430,1624398428,109133115,12264450,11173610,147.01,74.9,64.62,4.34,4445,18959658,0.754
"66894","Upper middle income","OWID_UMC",2021,2021-11-25,3707441348,1884002423,1626437850,110034222,12038587,11291079,147.49,74.95,64.7,4.38,4492,18971212,0.755
"66895","Upper middle income","OWID_UMC",2021,2021-11-26,3721233390,1885276592,1628721867,110953802,13792042,11675988,148.04,75,64.79,4.41,4645,1264623,0.05
"66896","Upper middle income","OWID_UMC",2021,2021-11-27,3735621559,1886433645,1630968065,111652906,14388169,11754968,148.61,75.05,64.88,4.44,4676,1230962,0.049
"66897","Upper middle income","OWID_UMC",2021,2021-11-28,3748205258,1887678264,1632513958,112132056,12583699,12158564,149.11,75.1,64.95,4.46,4837,1242307,0.049
"66898","Upper middle income","OWID_UMC",2021,2021-11-29,3762087045,1890990780,1668712904,112657081,13881787,12760790,149.66,75.23,66.39,4.48,5077,1530242,0.061
"66899","Upper middle income","OWID_UMC",2021,2021-11-30,3775256607,1892424509,1670881644,113815242,13169562,13159757,150.19,75.29,66.47,4.53,5235,1610225,0.064
"66900","Upper middle income","OWID_UMC",2021,2021-12-01,3788984578,1893859649,1673305395,114825708,13727971,13368831,150.73,75.34,66.57,4.57,5318,1601317,0.064
"66901","Upper middle income","OWID_UMC",2021,2021-12-02,3801836570,1895465673,1675672324,115893866,12851992,13485032,151.25,75.41,66.66,4.61,5365,1637607,0.065
"66902","Upper middle income","OWID_UMC",2021,2021-12-03,3814379370,1896229858,1692302118,147452344,12542800,13306569,151.75,75.44,67.32,5.87,5294,1564752,0.062
"66903","Upper middle income","OWID_UMC",2021,2021-12-04,3830055390,1897974257,1694640748,148441981,15676020,13490547,152.37,75.51,67.42,5.91,5367,1648659,0.066
"66904","Upper middle income","OWID_UMC",2021,2021-12-05,3842790789,1899488826,1695812658,148818278,12735399,13512219,152.88,75.57,67.46,5.92,5375,1687223,0.067
"66905","Upper middle income","OWID_UMC",2021,2021-12-06,3852621023,1900027871,1697088081,149586773,9830234,12933425,153.27,75.59,67.51,5.95,5145,1291013,0.051
"66906","Upper middle income","OWID_UMC",2021,2021-12-07,3863623778,1900949664,1698654315,150499170,11002755,12623882,153.7,75.62,67.58,5.99,5022,1217879,0.048
"66907","Upper middle income","OWID_UMC",2021,2021-12-08,3875208008,1902380174,1700302389,151647392,11584230,12317633,154.17,75.68,67.64,6.03,4900,1217218,0.048
"66908","Upper middle income","OWID_UMC",2021,2021-12-09,3886904621,1903312897,1702074065,152547960,11696613,12152579,154.63,75.72,67.71,6.07,4835,1121032,0.045
"66909","Upper middle income","OWID_UMC",2021,2021-12-10,3899683868,1904051465,1741159420,177824590,12779247,12186357,155.14,75.75,69.27,7.07,4848,1117372,0.044
"66910","Upper middle income","OWID_UMC",2021,2021-12-11,3916760087,1906586115,1743691423,178824374,17076219,12386385,155.82,75.85,69.37,7.11,4928,1230265,0.049
"66911","Upper middle income","OWID_UMC",2021,2021-12-12,3929336404,1910119955,1745045460,179386709,12576317,12363659,156.32,75.99,69.42,7.14,4919,1518733,0.06
"66912","Upper middle income","OWID_UMC",2021,2021-12-13,3941395468,1910863240,1746432165,180325031,12059064,12682064,156.8,76.02,69.48,7.17,5045,1547910,0.062
"66913","Upper middle income","OWID_UMC",2021,2021-12-14,3954133811,1911716926,1748033168,181568918,12738343,12930005,157.31,76.05,69.54,7.22,5144,1538180,0.061
